,Keyword,Chi-Square,P-Value,Association,OddsRatio
429,lumbosacral,0.23403653161881685,0.6285468203166699,Not Significant,inf
430,join,0.00026240148114881317,0.9870757839423112,Not Significant,1.0887096774193548
431,majority,0.0,1.0,Not Significant,0.7163120567375887
432,sollifenacin,0.027730329365850532,0.8677443925184667,Not Significant,0.0
433,three,0.0,1.0,Not Significant,0.7122302158273381
434,nephrectomy,0.0,1.0,Not Significant,inf
435,orif,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
436,chondrocalcinosis,0.027730329365850532,0.8677443925184667,Not Significant,0.0
437,disrupting,0.0,1.0,Not Significant,inf
438,aleve,0.0,1.0,Not Significant,inf
439,eg,3.0452784119162555,0.08097223073099832,Not Significant,2.9782608695652173
440,lower,0.05679457644987653,0.8116359140019482,Not Significant,0.9088514225500527
441,restful,0.7464439393188353,0.3876044413858035,Not Significant,0.463768115942029
442,bunion,0.0,1.0,Not Significant,1.4428571428571428
443,afterwards,0.0,1.0,Not Significant,1.079136690647482
444,scoliosis,0.0,1.0,Not Significant,1.0808823529411764
445,lack,1.0731481127701903,0.3002354428618671,Not Significant,1.5011261261261262
446,yes,0.0,1.0,Not Significant,0.7163120567375887
447,62,0.0,1.0,Not Significant,inf
448,ass,4.548524878935693,0.03294711955331394,Significant,2.107843137254902
449,subclavian,0.027730329365850532,0.8677443925184667,Not Significant,0.0
450,business,0.027730329365850532,0.8677443925184667,Not Significant,0.0
451,dose,0.0,1.0,Not Significant,0.7163120567375887
452,deboer,0.027730329365850532,0.8677443925184667,Not Significant,0.0
453,9,0.875975280178067,0.34930639237354844,Not Significant,0.6747967479674797
454,environment,0.7888576816579786,0.37444576110523364,Not Significant,inf
455,whitening,0.0,1.0,Not Significant,inf
456,damage,0.0,1.0,Not Significant,inf
457,please,0.9134525187097302,0.33920002043905473,Not Significant,0.0
458,prolotherapy,0.027730329365850532,0.8677443925184667,Not Significant,0.0
459,mississauga,0.7095737435580582,0.3995853550226799,Not Significant,0.418705035971223
460,rosuvastatin,0.012884468659748462,0.9096264150998227,Not Significant,0.7101449275362319
461,question,0.027730329365850532,0.8677443925184667,Not Significant,0.0
462,screen,0.38836713954175694,0.5331589535626877,Not Significant,1.6290076335877863
463,16,0.016633934147987105,0.897379321788593,Not Significant,1.184108527131783
464,sheath,0.9134525187097302,0.33920002043905473,Not Significant,0.0
465,confirmed,0.0,1.0,Not Significant,inf
466,neurologically,0.0,1.0,Not Significant,1.005925925925926
467,pin,0.0,1.0,Not Significant,0.9251700680272109
468,declined,0.0,1.0,Not Significant,0.7163120567375887
469,mr,0.10983015658274958,0.7403375829953007,Not Significant,0.548
470,ups,0.9134525187097302,0.33920002043905473,Not Significant,0.0
471,subarticular,0.0,1.0,Not Significant,0.7163120567375887
472,pound,0.10983015658274958,0.7403375829953007,Not Significant,1.8248175182481752
473,remains,0.0,1.0,Not Significant,1.0827067669172932
474,seat,1.4353643100432663,0.23089097141425874,Not Significant,inf
475,constellation,0.027730329365850532,0.8677443925184667,Not Significant,0.0
476,frequent,0.027730329365850532,0.8677443925184667,Not Significant,0.0
477,q6h,0.23403653161881685,0.6285468203166699,Not Significant,inf
478,oa,0.9807162963049397,0.32202202811112934,Not Significant,0.6348425196850394
479,complex,0.0,1.0,Not Significant,1.4428571428571428
480,saddle,0.6971578022166487,0.4037403650384097,Not Significant,1.598
481,hydromorph,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
482,dominance,0.13060494252814406,0.7178056365953993,Not Significant,0.7037037037037037
483,resulted,0.027730329365850532,0.8677443925184667,Not Significant,0.0
484,hypertension,0.12448420504253002,0.7242209955689425,Not Significant,1.166529942575882
485,placed,2.4687141626762905,0.11613289537297089,Not Significant,0.22857142857142856
486,calcium,0.027730329365850532,0.8677443925184667,Not Significant,0.0
487,answer,0.0,1.0,Not Significant,inf
488,edema,0.9134525187097302,0.33920002043905473,Not Significant,0.0
489,crutch,0.027730329365850532,0.8677443925184667,Not Significant,0.0
490,osteopenia,0.027730329365850532,0.8677443925184667,Not Significant,0.0
491,social,0.0,1.0,Not Significant,1.4428571428571428
492,exacerbate,0.0,1.0,Not Significant,0.7122302158273381
493,gabapentin,3.377426277398154,0.06609519288264795,Not Significant,2.622950819672131
494,distribution,0.0,1.0,Not Significant,0.7142857142857143
495,intervention,1.4151049988777697,0.23421077955594474,Not Significant,0.39337474120082816
496,rate,0.04061745087470304,0.8402781414776723,Not Significant,1.0907494145199064
497,stemming,0.0,1.0,Not Significant,1.079136690647482
498,glicazide,0.027730329365850532,0.8677443925184667,Not Significant,0.0
499,wished,0.027730329365850532,0.8677443925184667,Not Significant,0.0
500,prescribed,0.032625027502427045,0.8566627205208284,Not Significant,1.4558823529411764
501,aspect,0.6908819313419929,0.40586456509552804,Not Significant,0.35
502,swimming,0.23403653161881685,0.6285468203166699,Not Significant,inf
503,lobe,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
504,retire,0.3181251948279767,0.5727365184632409,Not Significant,0.583941605839416
505,count,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
506,self,3.118886290752,0.07738966037304375,Not Significant,0.5701476793248945
507,ankle,0.8384271473241718,0.35984699522777475,Not Significant,0.6334440753045404
508,omeprazole,0.23403653161881685,0.6285468203166699,Not Significant,inf
509,clear,0.7888576816579786,0.37444576110523364,Not Significant,inf
510,liver,0.027730329365850532,0.8677443925184667,Not Significant,0.0
511,pathologic,0.0,1.0,Not Significant,inf
512,repaired,0.0,1.0,Not Significant,inf
513,trazodone,0.0,1.0,Not Significant,inf
514,olmsartan,0.027730329365850532,0.8677443925184667,Not Significant,0.0
515,reveals,0.0,1.0,Not Significant,0.998109640831758
516,morning,0.0,1.0,Not Significant,0.7163120567375887
517,cardiac,0.1409721764832986,0.7073164438110074,Not Significant,0.4714285714285714
518,varicose,0.0,1.0,Not Significant,inf
519,colitis,0.027730329365850532,0.8677443925184667,Not Significant,0.0
520,reduced,0.0,1.0,Not Significant,1.00625
521,giving,0.0,1.0,Not Significant,inf
522,surgeon,0.11372161474209697,0.7359462710185765,Not Significant,1.2295081967213115
523,hernia,0.7110672465051227,0.3990897394546886,Not Significant,1.424561403508772
524,encouraged,1.6145918611850594,0.2038475272964305,Not Significant,0.6622706422018348
525,forklift,0.027730329365850532,0.8677443925184667,Not Significant,0.0
526,part,0.9152548995488472,0.33872397300727486,Not Significant,2.0572519083969465
527,75,0.19838170973216562,0.6560302663275008,Not Significant,1.711111111111111
528,neck,0.1409721764832986,0.7073164438110074,Not Significant,0.4714285714285714
529,ganglion,0.027730329365850532,0.8677443925184667,Not Significant,0.0
530,imitrex,0.0,1.0,Not Significant,inf
531,qam,0.0,1.0,Not Significant,0.7163120567375887
532,progesterone,0.23403653161881685,0.6285468203166699,Not Significant,inf
533,hemipelvis,0.0,1.0,Not Significant,inf
534,risendronate,0.23403653161881685,0.6285468203166699,Not Significant,inf
535,teach,0.027730329365850532,0.8677443925184667,Not Significant,0.0
536,vasectomy,0.0,1.0,Not Significant,0.7163120567375887
537,returning,0.0,1.0,Not Significant,0.7163120567375887
538,perineal,2.9099559395057866,0.08803427974902256,Not Significant,1.8269230769230769
539,recreation,0.7888576816579786,0.37444576110523364,Not Significant,inf
540,costovertebral,0.027730329365850532,0.8677443925184667,Not Significant,0.0
541,discomfort,0.0,1.0,Not Significant,inf
542,neural,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
543,tally,0.23403653161881685,0.6285468203166699,Not Significant,inf
544,unchanged,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
545,impression,1.3609717806500932,0.24336913452362918,Not Significant,0.6323185011709602
546,concomitantly,1.6682083476327643,0.19649868345728247,Not Significant,0.17375886524822695
547,graciously,0.0,1.0,Not Significant,inf
548,autumn,0.0,1.0,Not Significant,inf
549,evidence,0.0,1.0,Not Significant,inf
550,repair,4.71881655175167e-05,0.9945190834096732,Not Significant,1.4492753623188406
551,enlarged,0.0,1.0,Not Significant,inf
552,dyslipidemia,0.7587190159625052,0.3837297008336985,Not Significant,1.5166666666666666
553,completely,0.0,1.0,Not Significant,1.4428571428571428
554,deferred,0.2916189030522087,0.5891849621050067,Not Significant,1.6578947368421053
555,sided,0.3181251948279767,0.5727365184632409,Not Significant,0.583941605839416
556,certain,0.25806906520474543,0.6114498469605114,Not Significant,0.5623188405797102
557,plavix,0.027730329365850532,0.8677443925184667,Not Significant,0.0
558,need,0.09606676570579667,0.7566017232987258,Not Significant,1.462686567164179
559,worsened,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
560,carpal,0.0,1.0,Not Significant,inf
561,naprosen,0.027730329365850532,0.8677443925184667,Not Significant,0.0
562,lasting,0.0,1.0,Not Significant,inf
563,disturb,0.13060494252814406,0.7178056365953993,Not Significant,0.7037037037037037
564,suspect,0.027730329365850532,0.8677443925184667,Not Significant,0.0
565,worst,0.0,1.0,Not Significant,1.4428571428571428
566,non,1.867524370926935,0.17175888588601895,Not Significant,1.5572916666666667
567,0,0.20164948505609698,0.6533927106157332,Not Significant,1.323076923076923
568,450,0.0,1.0,Not Significant,inf
569,requires,0.0,1.0,Not Significant,inf
570,naprosyn,0.027730329365850532,0.8677443925184667,Not Significant,0.0
571,cll,0.0,1.0,Not Significant,inf
572,dysdiadokokinesia,0.0,1.0,Not Significant,inf
573,gainful,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
574,msk,0.027730329365850532,0.8677443925184667,Not Significant,0.0
575,gentle,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
576,rather,4.71881655175167e-05,0.9945190834096732,Not Significant,1.4492753623188406
577,lb,0.1692909395779722,0.6807427423567132,Not Significant,1.27790096082779
578,manually,0.23403653161881685,0.6285468203166699,Not Significant,inf
579,joint,0.06242406243362951,0.8027048371052669,Not Significant,1.2008797653958945
580,pop,0.027730329365850532,0.8677443925184667,Not Significant,0.0
581,requiring,0.0,1.0,Not Significant,0.7142857142857143
582,leucovorin,0.027730329365850532,0.8677443925184667,Not Significant,0.0
583,dorsum,1.6682083476327643,0.19649868345728247,Not Significant,0.17375886524822695
584,245,0.027730329365850532,0.8677443925184667,Not Significant,0.0
585,date,0.1796588208696444,0.6716666085532156,Not Significant,0.8099173553719008
586,exert,0.23403653161881685,0.6285468203166699,Not Significant,inf
587,shooting,0.0,1.0,Not Significant,0.7163120567375887
588,rehab,0.027730329365850532,0.8677443925184667,Not Significant,0.0
589,ongoing,1.9552297404705605,0.16202440927145834,Not Significant,0.6557501904036558
590,ladder,2.7558682126696836,0.09689820188699699,Not Significant,1.8254716981132075
591,169,0.0,1.0,Not Significant,inf
592,central,7.5602874854214495,0.005966847286593095,Significant,0.19843924191750278
593,groin,0.0,1.0,Not Significant,1.079136690647482
594,diagnose,0.0,1.0,Not Significant,1.2043795620437956
595,disorder,0.0,1.0,Not Significant,0.7163120567375887
596,165,0.027730329365850532,0.8677443925184667,Not Significant,0.0
597,trillium,0.0,1.0,Not Significant,inf
598,assistant,0.027730329365850532,0.8677443925184667,Not Significant,0.0
599,intraarticular,0.027730329365850532,0.8677443925184667,Not Significant,0.0
600,diabetic,0.0,1.0,Not Significant,1.079136690647482
601,let,2.0082376445563663,0.15644696423037066,Not Significant,2.0963995354239255
602,ablation,0.0,1.0,Not Significant,1.079136690647482
603,allergic,0.0,1.0,Not Significant,0.9183673469387755
604,blood,0.0,1.0,Not Significant,1.005925925925926
605,recreational,0.23403653161881685,0.6285468203166699,Not Significant,inf
606,epilepsy,0.9134525187097302,0.33920002043905473,Not Significant,0.0
607,otc,0.0,1.0,Not Significant,inf
608,nonsmoker,0.0,1.0,Not Significant,inf
609,medicine,0.027730329365850532,0.8677443925184667,Not Significant,0.0
610,repeat,0.10983015658274958,0.7403375829953007,Not Significant,1.8248175182481752
611,achille,0.38208715476735355,0.5364883377596377,Not Significant,1.2272727272727273
612,diabetes,0.3488027456544442,0.5547916503659605,Not Significant,0.6946564885496184
613,speak,1.4353643100432663,0.23089097141425874,Not Significant,inf
614,foraminal,0.9726858991723829,0.32401123570795504,Not Significant,0.7468415937803693
615,come,0.0,1.0,Not Significant,0.7163120567375887
616,unilateral,1.723029154400518,0.1893035928027597,Not Significant,3.3834586466165413
617,calcified,0.23403653161881685,0.6285468203166699,Not Significant,inf
618,indicates,2.7864139856439682,0.09506675158519358,Not Significant,0.1375886524822695
619,physical,1.596053140691476,0.20646343625950878,Not Significant,0.5947030497592295
620,bilateral,0.03139970243325666,0.8593516005529152,Not Significant,1.0833333333333333
621,incomplete,0.0,1.0,Not Significant,1.079136690647482
622,view,0.13415104823009766,0.714166327172,Not Significant,0.8686868686868687
623,otherwise,0.0,1.0,Not Significant,0.9992094861660079
624,cause,0.0,1.0,Not Significant,1.0808823529411764
625,oakville,0.027730329365850532,0.8677443925184667,Not Significant,0.0
626,surgical,0.2906115615260185,0.5898288936003988,Not Significant,1.434782608695652
627,paracentral,3.1386954203855617,0.07645493862984609,Not Significant,0.2995169082125604
628,found,0.0,1.0,Not Significant,1.0846153846153845
629,associated,1.4353643100432663,0.23089097141425874,Not Significant,inf
630,resolved,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
631,20,0.25191918017817067,0.6157269539566759,Not Significant,1.3354735152487962
632,lying,0.1810409671652204,0.6704801719033725,Not Significant,0.7014925373134329
633,optimal,0.027730329365850532,0.8677443925184667,Not Significant,0.0
634,engaging,0.0,1.0,Not Significant,inf
635,metoprolol,0.0,1.0,Not Significant,inf
636,ticagrelor,0.0,1.0,Not Significant,inf
637,september,2.388424409930901,0.12223677320968829,Not Significant,0.49615384615384617
638,smoking,0.0,1.0,Not Significant,0.7142857142857143
639,space,0.23403653161881685,0.6285468203166699,Not Significant,inf
640,reporting,2.795153575391115,0.09454970729629117,Not Significant,3.3255813953488373
641,furnace,0.0,1.0,Not Significant,inf
642,exiting,0.0,1.0,Not Significant,inf
643,dorsi,3.377426277398154,0.06609519288264795,Not Significant,2.622950819672131
644,competitive,0.027730329365850532,0.8677443925184667,Not Significant,0.0
645,hopeful,0.027730329365850532,0.8677443925184667,Not Significant,0.0
646,system,0.9134525187097302,0.33920002043905473,Not Significant,0.0
647,irbesartan,0.027730329365850532,0.8677443925184667,Not Significant,0.0
648,corresponding,1.70318984008807,0.19187134341388973,Not Significant,0.5278080697928026
649,caudally,0.0,1.0,Not Significant,inf
650,yellow,0.027730329365850532,0.8677443925184667,Not Significant,0.0
651,assessed,0.0,1.0,Not Significant,0.7163120567375887
652,sat,0.13752202144048517,0.7107569919277348,Not Significant,1.1390532544378698
653,bisoprolol,0.7888576816579786,0.37444576110523364,Not Significant,inf
654,pack,1.5860369874807327,0.20789325274768197,Not Significant,0.5075187969924813
655,ulcerative,0.027730329365850532,0.8677443925184667,Not Significant,0.0
656,canal,16.04928258246929,6.171500535980565e-05,Significant,3.2465753424657535
657,current,7.010483782557002,0.008103378030004866,Significant,0.25588235294117645
658,cut,0.6908819313419929,0.40586456509552804,Not Significant,0.35
659,plain,0.0,1.0,Not Significant,1.013013698630137
660,trafalgar,0.027730329365850532,0.8677443925184667,Not Significant,0.0
